pmeId,Time,pmeProtocol1,pmeProtocol2,pmeTarget,pmeMessage,pmePrio,pmePrioLevel,pmeDienst,Message,pmeStraat,pmeHouseNumber,pmeHouseNumberAdd,pmeANRoad,pmeHectometerpaal,pmeZip,pmeRegionName,Latitude,Longitude,pmeHash,pmeGeoAccuracy,pme_strId,pme_wplId,pme_gemId,pme_proId,pme_vrgId,pmeCapCodes,pmeLifeLiner,pme_catId,wplNam,gemName,geometry
14844331,2018-12-31 14:21:28,FLEX-A,1600,AORG,P 1 Gebouwbrand bijeenkomst (VK: 2) Hofzichtlaan SGRAVH 159591 155130 155150 157230,P 1,1,B,Gebouwbrand bijeenkomst (VK: 2) 159591 155130 155150 157230,Hofzichtlaan,\N,\N,\N,\N,2594CB,Den Haag,52.101109,4.3567172,PanaLrIEr+Lqe9s+rODh0nJ2PCU=,S,200111,4896,391,12,5170,"1500050,1500140,1500141,1503902,2029568",\N,\N,Den Haag,Den Haag,POINT (4.3567172 52.101109)
14844464,2018-12-31 14:51:08,FLEX-A,1600,AORG,P 2 Buitenbrand afval/rommel Stastokstraat SGRAVH 157630,P 2,2,B,Buitenbrand afval/rommel 157630,Stastokstraat,\N,\N,\N,\N,2524EM,Den Haag,52.05556,4.312593,NcqtALVtG1gFfDXTcqITEurBlrQ=,S,201393,4896,391,12,5170,"1500148,1503902,2029568",\N,\N,Den Haag,Den Haag,POINT (4.312593 52.05556)
14844492,2018-12-31 14:56:59,FLEX-A,1600,AORG,P 2 Buitenbrand afval/rommel Alberdingk Thijmstraat SGRAVH 155630,P 2,2,B,Buitenbrand afval/rommel 155630,Alberdingk Thijmstraat,\N,\N,\N,\N,2524HA,Den Haag,52.05526629999999,4.3120384000000005,LahoIRXA2uw1F1wLLwJ6lfgcVDA=,S,199150,4896,391,12,5170,"1500161,1503902,2029568",\N,\N,Den Haag,Den Haag,POINT (4.3120384 52.05526629999999)
14844512,2018-12-31 15:01:22,FLEX-A,1600,AORG,P 1 Voertuigbrand Mr. J. Meermanerf Mr. J. Meermanstraat SGRAVH 159591 157730 157830,P 1,1,B,Voertuigbrand 159591 157730 157830,Mr. J. Meermanstraat,\N,\N,\N,\N,2552KP,Den Haag,52.0541497,4.2529666,1PMIdA6nf93i837XN3Q4JHmb+uQ=,S,200771,4896,391,12,5170,"1500050,1500142,1500150,1503902,2029568",\N,\N,Den Haag,Den Haag,POINT (4.2529666 52.0541497)
14844552,2018-12-31 15:08:20,FLEX-A,1600,AORG,P 2 Buitenbrand container (afvalcontainer) Beatrijsstraat Vier Heemskinderenstraat SGRAVH 157630,P 2,2,B,Buitenbrand container (afvalcontainer) 157630,Vier Heemskinderenstraat,\N,\N,\N,\N,2531CA,Den Haag,52.0562714,4.298620099999999,8I58VylprrCePFQkkhu6sXTxTTg=,S,201740,4896,391,12,5170,"1500148,1503902,2029570",\N,\N,Den Haag,Den Haag,POINT (4.298620099999999 52.0562714)
14844566,2018-12-31 15:13:35,FLEX-A,1600,AORG,P 1 Autom. brand OMS Spuimarkt Gedempte Gracht SGRAVH 157830,P 1,1,B,Automatisch. brand Melding Via Openbaar Meldsysteem Spuimarkt 157830,Gedempte Gracht,\N,\N,\N,\N,2512AK,Den Haag,52.0759071,4.3133365999999995,8xxROjCygcmLKS5N1NsW0x8TYDg=,S,199877,4896,391,12,5170,"1500142,1503902,2029568",\N,\N,Den Haag,Den Haag,POINT (4.3133366 52.0759071)
14844600,2018-12-31 15:19:42,FLEX-A,1600,AORG,"Prio 3 A4 Re 47,4 SGRAVH Wegverkeer verkeersstremming (Soort stremming: pechgeval)",PRIO 3,3,B,SGRAVH Wegverkeer verkeersstremming (Soort stremming: pechgeval),Rijksweg A4,\N,\N,A4,47.4,\N,Den Haag,52.0524852,4.364082099999999,U1qR/TM49Og3skfxPrRiDBswBtA=,H,\N,4897,391,12,5170,1505791,\N,\N,Ypenburg,Den Haag,POINT (4.364082099999999 52.0524852)
14844604,2018-12-31 15:20:33,FLEX-A,1600,AORG,P 1 Buitenbrand afval/rommel Wrightlaan Wethouder Fischerplantsoen SGRAVH 157430,P 1,1,B,Buitenbrand afval/rommel 157430,Wethouder Fischerplantsoen,\N,\N,\N,\N,2497DJ,Den Haag,52.039294899999994,4.3642362,FvNZ4zM5+cXCBo6N/g9ewFzGjcM=,S,201887,4896,391,12,5170,"1500149,1503902,2029568",\N,\N,Den Haag,Den Haag,POINT (4.3642362 52.03929489999999)
14844693,2018-12-31 15:43:31,FLEX-A,1600,AORG,P 2 Buitenbrand container Vier Heemskinderenstraat SGRAVH 157630,P 2,2,B,Buitenbrand container 157630,Vier Heemskinderenstraat,\N,\N,\N,\N,2531CA,Den Haag,52.0562714,4.298620099999999,7aMNjCgawgn4dhwIN/cU5kRmKYI=,S,201740,4896,391,12,5170,"1500148,1503902,2029569",\N,\N,Den Haag,Den Haag,POINT (4.298620099999999 52.0562714)
14844736,2018-12-31 15:53:57,FLEX-A,1600,AORG,P 2 Buitenbrand container Swammerdamstraat SGRAVH 157630,P 2,2,B,Buitenbrand container 157630,Swammerdamstraat,\N,\N,\N,\N,2516GJ,Den Haag,52.0685822,4.3287055,RmXXJmNI/Kjw/0ZqwZEyZaL//90=,S,201442,4896,391,12,5170,"1500148,1503902,2029568",\N,\N,Den Haag,Den Haag,POINT (4.3287055 52.0685822)
14844872,2018-12-31 16:26:35,FLEX-A,1600,AORG,P 2 Buitenbrand container (afvalcontainer) Zonnebloemstraat SGRAVH 157130,P 2,2,B,Buitenbrand container (afvalcontainer) 157130,Zonnebloemstraat,\N,\N,\N,\N,2565RN,Den Haag,52.0719495,4.2558093,60I2a9P+FetStConnPBfEZ2c9l8=,S,202006,4896,391,12,5170,"1500158,1503902,2029568",\N,\N,Den Haag,Den Haag,POINT (4.2558093 52.0719495)
14844899,2018-12-31 16:31:26,FLEX-A,1600,AORG,P 1 Autom. brand OMS Middin Buitenklingen SGRAVH 157730,P 1,1,B,Automatisch. brand Melding Via Openbaar Meldsysteem Middin 157730,Buitenklingen,\N,\N,\N,\N,2554BT,Den Haag,52.0650229,4.223610099999999,qFIRd0xo9whCXNb3meQCySpNgA0=,S,199460,4896,391,12,5170,"1500150,1503902,2029568",\N,\N,Den Haag,Den Haag,POINT (4.223610099999999 52.0650229)
14844972,2018-12-31 16:49:38,FLEX-A,1600,AORG,P 2 Buitenbrand afval/rommel Van Ostadestraat De Bockstraat SGRAVH 157830,P 2,2,B,Buitenbrand afval/rommel 157830,Van Ostadestraat,\N,\N,\N,\N,2526EN,Den Haag,52.068693100000004,4.311245099999999,x+tdLott8RRdNizWuWdZ1lJx94U=,S,201677,4896,391,12,5170,"1500142,1503902,2029568",\N,\N,Den Haag,Den Haag,POINT (4.311245099999999 52.0686931)
14845020,2018-12-31 16:58:35,FLEX-A,1600,AORG,P 2 Buitenbrand container (afvalcontainer) BSO Paddington Norgstraat SGRAVH 157730,P 2,2,B,Buitenbrand container (afvalcontainer) BSO Paddington 157730,Norgstraat,\N,\N,\N,\N,2545TT,Den Haag,52.04689129999999,4.2700489,QApRDBp0WbNVpB5fHlV+/fn9UM0=,S,200859,4896,391,12,5170,"1500150,1503902,2029569",\N,\N,Den Haag,Den Haag,POINT (4.2700489 52.04689129999999)
14845097,2018-12-31 17:18:55,FLEX-A,1600,AORG,P 2 Buitenbrand Werkhovenstraat Leersumstraat SGRAVH 157730,P 2,2,B,Buitenbrand 157730,Werkhovenstraat,\N,\N,\N,\N,2546VA,Den Haag,52.059634499999994,4.2752266,cKnO8gmIpNMp4W2ui4uJxybQSlg=,S,201868,4896,391,12,5170,"1500150,1503902,2029568",\N,\N,Den Haag,Den Haag,POINT (4.2752266 52.05963449999999)
14845126,2018-12-31 17:23:26,FLEX-A,1600,AORG,P 2 Buitenbrand container Ernest Staasstraat SGRAVH 157630,P 2,2,B,Buitenbrand container 157630,Ernest Staasstraat,\N,\N,\N,\N,2523KJ,Den Haag,52.0530236,4.3197804,QwAjqcMYTDPTjYUllL3wvDIVte4=,S,199801,4896,391,12,5170,"1500148,1503902,2029569",\N,\N,Den Haag,Den Haag,POINT (4.3197804 52.0530236)
14845153,2018-12-31 17:32:18,FLEX-A,1600,AORG,P 1 Buitenbrand container Architect Brandeserf SGRAVH 157730,P 1,1,B,Buitenbrand container 157730,Architect Brandeserf,\N,\N,\N,\N,2552ZP,Den Haag,52.055735,4.2538806,gDheo2WaI9brCiD9urnSYN5gx6M=,S,199224,4896,391,12,5170,"1500150,1503902,2029568",\N,\N,Den Haag,Den Haag,POINT (4.2538806 52.055735)
14845157,2018-12-31 17:33:07,FLEX-A,1600,AORG,P 2 Buitenbrand afval/rommel Wrightlaan Wethouder Fischerplantsoen SGRAVH 155630,P 2,2,B,Buitenbrand afval/rommel 155630,Wethouder Fischerplantsoen,\N,\N,\N,\N,2497DJ,Den Haag,52.039294899999994,4.3642362,7FTrELFlQdsv5ZOlHr71FBjvBOM=,S,201887,4896,391,12,5170,"1500161,1503902,2029568",\N,\N,Den Haag,Den Haag,POINT (4.3642362 52.03929489999999)
14845200,2018-12-31 17:42:12,FLEX-A,1600,AORG,P 1 Autom. brand OMS Winkelcentrum Hoge Veld Limastraat SGRAVH 157730,P 1,1,B,Automatisch. brand Melding Via Openbaar Meldsysteem Winkelcentrum Hoge Veld 157730,Limastraat,\N,\N,\N,\N,2548HC,Den Haag,52.0320301,4.2887486,oQJt44GOBnBcISjnAOrl/L4PR+w=,S,200561,4896,391,12,5170,"1500150,1503902,2029568",\N,\N,Den Haag,Den Haag,POINT (4.2887486 52.0320301)
14845272,2018-12-31 17:58:35,FLEX-A,1600,AORG,P 2 Buitenbrand container (afvalcontainer) Sara Burgerhartweg SGRAVH 157630,P 2,2,B,Buitenbrand container (afvalcontainer) 157630,Sara Burgerhartweg,\N,\N,\N,\N,2533JA,Den Haag,52.050526700000006,4.2901739999999995,Kjrrt/Qy7xN/G9YpjiguP9arXBQ=,S,201219,4896,391,12,5170,"1500148,1503902,2029568",\N,\N,Den Haag,Den Haag,POINT (4.290173999999999 52.05052670000001)
14845317,2018-12-31 18:06:10,FLEX-A,1600,AORG,P 2 Buitenbrand container (afvalcontainer) Dophei Wollegras SGRAVH 157430,P 2,2,B,Buitenbrand container (afvalcontainer) 157430,Wollegras,\N,\N,\N,\N,2498AT,Den Haag,52.0322798,4.3806457000000005,9arCs3pd1YF1GcHu8xTfnpStGMk=,S,201950,4896,391,12,5170,"1500149,1503902,2029570",\N,\N,Den Haag,Den Haag,POINT (4.380645700000001 52.0322798)
14845357,2018-12-31 18:16:25,FLEX-A,1600,AORG,P 2 Buitenbrand afval/rommel Frans Halsstraat Gabriel Metsustraat SGRAVH 157630,P 2,2,B,Buitenbrand afval/rommel 157630,Gabriël Metsustraat,\N,\N,\N,\N,2525XN,Den Haag,52.0641294,4.3078959,xZiIopq4H2vK6dehEgKdXqsczsY=,S,199867,4896,391,12,5170,"1500148,1503902,2029568",\N,\N,Den Haag,Den Haag,POINT (4.3078959 52.0641294)
14845392,2018-12-31 18:25:20,FLEX-A,1600,AORG,P 2 Buitenbrand afval/rommel De Bockstraat Terwestenstraat SGRAVH 157830,P 2,2,B,Buitenbrand afval/rommel 157830,Terwestenstraat,\N,\N,\N,\N,2525GD,Den Haag,52.0659759,4.3022453,UfnW+4uro/KmTeWiglodqgpFsLQ=,S,201476,4896,391,12,5170,"1500142,1503902,2029568",\N,\N,Den Haag,Den Haag,POINT (4.3022453 52.0659759)
14845413,2018-12-31 18:29:29,FLEX-A,1600,AORG,P 2 Buitenbrand afval/rommel 1e Laakdwarsweg Molenslootstraat SGRAVH 157630,P 2,2,B,Buitenbrand afval/rommel 157630,Molenslootstraat,\N,\N,\N,\N,2521SJ,Den Haag,52.0656331,4.3257731,vFj4rEcjAVtzI+tgUkAMusgmRpY=,S,200753,4896,391,12,5170,"1500148,1503902,2029569",\N,\N,Den Haag,Den Haag,POINT (4.3257731 52.0656331)
14845418,2018-12-31 18:30:53,FLEX-A,1600,AORG,P 2 Buitenbrand afval/rommel Oude Middenweg SGRAVH 155130,P 2,2,B,Buitenbrand afval/rommel 155130,Oude Middenweg,\N,\N,\N,\N,2491AA,Den Haag,52.0716946,4.4004273000000005,9ke7LQQBzCiIecRHpg4MaQGBwkQ=,S,200917,4896,391,12,5170,"1500141,1503902,2029569",\N,\N,Den Haag,Den Haag,POINT (4.4004273 52.0716946)
